ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1364-503X,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,0,4,0
0143-9782,JOURNAL OF TIME SERIES ANALYSIS,0,13,0
EUROPEAN CENTRAL BAN,EUROPEAN CENTRAL BAN,0,1,0
The Annals of Statistics,The Annals of Statistics,0,3,0
Preprint,Preprint,0,4,0
Palgrave Handbook of Econometrics.,Palgrave Handbook of Econometrics.,0,1,0
Arxiv. org: 1004.0887v 1 [stat.C0],Arxiv. org: 1004.0887v 1 [stat.C0],0,1,0
0027-0644,MONTHLY WEATHER REVIEW,0,5,0
0039-0526,STATISTICIAN,0,11,0
0272-5428,PROCEEDINGS OF THE 49TH ANNUAL IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE,0,1,0
0378-8733,SOCIAL NETWORKS,0,16,0
0964-1998,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0,7,0
0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0,3,0
0169-8095,ATMOSPHERIC RESEARCH,0,1,0
Working Paper 39,Working Paper 39,0,1,0
Encyclopaedia Britannica,Encyclopaedia Britannica,0,1,0
0081-1750,"SOCIOLOGICAL METHODOLOGY 2002, VOL 32",0,5,0
1364-6613,TRENDS IN COGNITIVE SCIENCES,0,1,0
0882-8156,WEATHER AND FORECASTING,0,1,0
Journal of Social Structure,Journal of Social Structure,0,1,0
Journal of the Royal Statistical Society,Journal of the Royal Statistical Society,0,1,0
0167-2789,PHYSICA D,0,23,0
0096-3518,IEEE TRANSACTIONS ON ACOUSTICS SPEECH AND SIGNAL PROCESSING,0,17,0
0024-3795,LINEAR ALGEBRA AND ITS APPLICATIONS,0,16,0
8755-1209,REVIEWS OF GEOPHYSICS,0,2,0
1007-5704,COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,0,4,0
0925-5001,JOURNAL OF GLOBAL OPTIMIZATION,0,12,0
ICML,ICML,0,2,0
1615-3375,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,0,4,0
0868-4952,INFORMATICA,0,3,0
0005-1098,AUTOMATICA,0,6,0
Set-Valued Anal,Set-Valued Anal,0,2,0
"Information Theory, IEEE Transactions on","Information Theory, IEEE Transactions on",0,1,0
Journal of Global Optimization,Journal of Global Optimization,0,1,0
Mathematics of Operations Research,Mathematics of Operations Research,0,1,0
SIAM Review,SIAM Review,0,1,0
0899-8418,INTERNATIONAL JOURNAL OF CLIMATOLOGY,0,3,0
PERTURBATION THEORY,PERTURBATION THEORY,0,1,0
Vestnik St. Petersburg University. Mathematics,Vestnik St. Petersburg University. Mathematics,0,1,0
0898-1221,COMPUTERS & MATHEMATICS WITH APPLICATIONS,0,4,0
0034-6535,REVIEW OF ECONOMICS AND STATISTICS,0,13,0
0002-8282,AMERICAN ECONOMIC REVIEW,0,3,0
MONOGRAPHS STAT APPL,MONOGRAPHS STAT APPL,0,6,0
Die Grundlehren der mathematischen Wissenschaften,Die Grundlehren der mathematischen Wissenschaften,0,1,0
1364-8152,ENVIRONMENTAL MODELLING & SOFTWARE,0,1,0
0885-7458,INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,0,1,0
0094-243X,2ND ISM INTERNATIONAL STATISTICAL CONFERENCE 2014 (ISM-II): EMPOWERING THE APPLICATIONS OF STATISTICAL AND MATHEMATICAL SCIENCES,0,1,0
HDB ECONOMETRICS B,HDB ECONOMETRICS B,0,1,0
J. Hydrol. Eng.,J. Hydrol. Eng.,0,1,0
AIP Conference Proceedings,AIP Conference Proceedings,0,1,0
1053-587X,IEEE TRANSACTIONS ON SIGNAL PROCESSING,0,34,0
0025-5610,MATHEMATICAL PROGRAMMING,0,6,0
0920-5489,COMPUTER STANDARDS & INTERFACES,0,1,0
0165-1684,SIGNAL PROCESSING,0,14,0
1866-6892,JOURNAL OF INFRARED MILLIMETER AND TERAHERTZ WAVES,0,1,0
1862-4472,OPTIMIZATION LETTERS,0,2,0
0013-788X,ENGINEERING CYBERNETICS,0,1,0
0005-1179,AUTOMATION AND REMOTE CONTROL,0,1,0
0378-7796,ELECTRIC POWER SYSTEMS RESEARCH,0,2,0
0029-599X,NUMERISCHE MATHEMATIK,0,5,0
1619-4500,4OR-A QUARTERLY JOURNAL OF OPERATIONS RESEARCH,0,1,0
0965-9978,ADVANCES IN ENGINEERING SOFTWARE,0,1,0
0965-5425,COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,0,1,0
1017-1398,NUMERICAL ALGORITHMS,0,4,0
1052-6234,SIAM JOURNAL ON OPTIMIZATION,0,6,0
0022-3239,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,0,3,0
Mathematics and Its Applications,Mathematics and Its Applications,0,1,0
SIMPLICIAL GLOBAL OPTIMIZATION,SIMPLICIAL GLOBAL OPTIMIZATION,0,1,0
"Optimization, Control, and Applications in the Information Age","Optimization, Control, and Applications in the Information Age",0,1,0
Optim. Meth. Software,Optim. Meth. Software,0,1,0
Optimization,Optimization,0,1,0
IDENTIFICATION OF CONTINUOUS-TIME MODELS FROM SAMPLED DATA,IDENTIFICATION OF CONTINUOUS-TIME MODELS FROM SAMPLED DATA,0,1,0
"TIME SERIES ANALYSIS AND ITS APPLICATIONS: WITH R EXAMPLES, THIRD EDITION","TIME SERIES ANALYSIS AND ITS APPLICATIONS: WITH R EXAMPLES, THIRD EDITION",0,1,0
1479-8409,JOURNAL OF FINANCIAL ECONOMETRICS,0,2,0
Computational Statistics and Data Analysis,Computational Statistics and Data Analysis,0,2,0
Journal of Statistical Planning and Inference,Journal of Statistical Planning and Inference,0,7,0
THESIS,THESIS,0,1,0
0018-9448,IEEE TRANSACTIONS ON INFORMATION THEORY,0,16,0
0028-1441,NAVAL RESEARCH LOGISTICS,0,1,0
0747-4946,SEQUENTIAL ANALYSIS-DESIGN METHODS AND APPLICATIONS,0,3,0
Mathematics and Its Aplications,Mathematics and Its Aplications,0,2,0
Communications in Statistics-Simulation and Computation,Communications in Statistics-Simulation and Computation,0,1,0
CHAPMAN HALL CRC FIN,CHAPMAN HALL CRC FIN,0,1,0
0002-3264,DOKLADY AKADEMII NAUK SSSR,0,3,0
0040-585X,THEORY OF PROBABILITY AND ITS APPLICATIONS,0,1,0
0743-1546,"2005 44TH IEEE CONFERENCE ON DECISION AND CONTROL & EUROPEAN CONTROL CONFERENCE, VOLS 1-8",0,1,0
1932-4553,IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,0,1,0
0018-9286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,0,13,0
Technometrics,Technometrics,0,2,0
BELL TELEPHONE LAB S,BELL TELEPHONE LAB S,0,1,0
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0,1,0
Theory of Probability Appl.,Theory of Probability Appl.,0,1,0
SEQUENTIAL ANAL TEST,SEQUENTIAL ANAL TEST,0,1,0
Seq Anal,Seq Anal,0,1,0
Stat. Methodol.,Stat. Methodol.,0,1,0
NONLINEAR RENEWAL TH,NONLINEAR RENEWAL TH,0,1,0
0004-959X,AUSTRALIAN JOURNAL OF ZOOLOGY,0,4,0
Math Methods Stat,Math Methods Stat,0,1,0
Optimal Design and Related Areas in Optimization and Statistics,Optimal Design and Related Areas in Optimization and Statistics,0,1,0
Theory Probab Math Stat,Theory Probab Math Stat,0,1,0
Theory Probab. Math. Statist.,Theory Probab. Math. Statist.,0,1,0
Ukr Math J,Ukr Math J,0,1,0
A MATLAB file,A MATLAB file,0,1,0
Adv. Appl. Probab,Adv. Appl. Probab,0,1,0
J Geophys Res,J Geophys Res,0,2,0
0140-9883,ENERGY ECONOMICS,0,9,0
0301-4215,ENERGY POLICY,0,3,0
0196-8904,ENERGY CONVERSION AND MANAGEMENT,0,1,0
0364-0213,COGNITIVE SCIENCE,0,1,0
1064-2315,JOURNAL OF AUTOMATION AND INFORMATION SCIENCES,0,1,0
1045-9227,IEEE TRANSACTIONS ON NEURAL NETWORKS,0,3,0
0022-4928,JOURNAL OF THE ATMOSPHERIC SCIENCES,0,10,0
1041-4347,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,0,10,0
OPEC Review,OPEC Review,0,1,0
Journal of Computational Intelligence in Finance,Journal of Computational Intelligence in Finance,0,1,0
Energy Economics,Energy Economics,0,2,0
University of Allameh Tabatabaie Working Paper,University of Allameh Tabatabaie Working Paper,0,1,0
0022-2879,JOURNAL OF MONEY CREDIT AND BANKING,0,3,0
0424-267X,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,0,1,0
0218-348X,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,0,1,0
IBA Research Paper,IBA Research Paper,0,1,0
Journal of Automation and Information Sciences,Journal of Automation and Information Sciences,0,1,0
Lect. Notes Comput. Sci.,Lect. Notes Comput. Sci.,0,1,0
1027-5606,HYDROLOGY AND EARTH SYSTEM SCIENCES,0,3,0
1561-8633,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,0,2,0
Journal of Hydrology,Journal of Hydrology,0,1,0
SFB 823 Discussion Paper Nr. 26/2014,SFB 823 Discussion Paper Nr. 26/2014,0,1,0
UMI Number 3343082,UMI Number 3343082,0,1,0
A Special Report of Working Groups I and II of the Intergovernmental Panel on Climate Change,A Special Report of Working Groups I and II of the Intergovernmental Panel on Climate Change,0,1,0
Annual BSP-UP Professorial Chair Lectures,Annual BSP-UP Professorial Chair Lectures,0,1,0
Natural Hazards and Earth System Sciences Discussions,Natural Hazards and Earth System Sciences Discussions,0,1,0
JOURNAL OF STATISTICS & MANAGEMENT SYSTEMS,JOURNAL OF STATISTICS & MANAGEMENT SYSTEMS,0,1,0
1070-9924,IEEE COMPUTATIONAL SCIENCE & ENGINEERING,0,2,0
0001-0782,COMMUNICATIONS OF THE ACM,0,2,0
R package version 2.2-13,R package version 2.2-13,0,1,0
Statistica Sinica. Forthcoming,Statistica Sinica. Forthcoming,0,1,0
"Technical Report, report No. 401-2013","Technical Report, report No. 401-2013",0,1,0
Amstat News,Amstat News,0,3,0
2095-5138,NATIONAL SCIENCE REVIEW,0,1,0
0030-364X,OPERATIONS RESEARCH,0,2,0
ACM slGKDD Explorations Newsletter,ACM slGKDD Explorations Newsletter,0,1,0
International Chinese Statistical Association Bulletin,International Chinese Statistical Association Bulletin,0,1,0
3D DATA MANAGEMENT C,3D DATA MANAGEMENT C,0,1,0
arXiv preprint arXiv:1306.5362,arXiv preprint arXiv:1306.5362,0,1,0
arXiv preprint arXiv,arXiv preprint arXiv,0,1,0
Significance,Significance,0,2,0
0098-3500,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,0,2,0
arXiv preprint arXiv:1311. 4780,arXiv preprint arXiv:1311. 4780,0,1,0
ArXiv e-prints,ArXiv e-prints,0,5,0
ArXiv e-prints.,ArXiv e-prints.,0,1,0
Technometrics. Forthcoming.,Technometrics. Forthcoming.,0,1,0
INTERNATIONAL JOURNAL OF INTERNET SCIENCE,INTERNATIONAL JOURNAL OF INTERNET SCIENCE,0,1,0
Journal of the Royal Statistical Society: Series B (Statistical Methodology),Journal of the Royal Statistical Society: Series B (Statistical Methodology),0,4,0
arXiv preprint arXiv:1506.03164,arXiv preprint arXiv:1506.03164,0,1,0
IMS Bulletin Online,IMS Bulletin Online,0,1,0
HotCloud,HotCloud,0,1,0
0306-4379,INFORMATION SYSTEMS,0,1,0
0167-8655,PATTERN RECOGNITION LETTERS,0,3,0
1552-4922,CYTOMETRY PART A,0,2,0
DATA CLUSTERING ALGO,DATA CLUSTERING ALGO,0,1,0
preprint,preprint,0,1,0
Information Systems and Data Analysis,Information Systems and Data Analysis,0,1,0
Journal of Computational and Graphical Statistics,Journal of Computational and Graphical Statistics,0,6,0
Bayesian analysis,Bayesian analysis,0,1,0
1530-0897,"THIRTEENTH INTERNATIONAL SYMPOSIUM ON HIGH-PERFORMANCE COMPUTER ARCHITECTURE, PROCEEDINGS",0,1,0
ACM SIGMOD Int Conf Manag Data,ACM SIGMOD Int Conf Manag Data,0,1,0
0735-0414,ALCOHOL AND ALCOHOLISM,0,1,0
0196-5204,SIAM JOURNAL ON SCIENTIFIC AND STATISTICAL COMPUTING,0,4,0
0741-8329,ALCOHOL,0,1,0
0013-4694,ELECTROENCEPHALOGRAPHY AND CLINICAL NEUROPHYSIOLOGY,0,1,0
Smoothing spline ANOVA for super-large samples,Smoothing spline ANOVA for super-large samples,0,1,0
JMLR: Workshop and Conference Proceedings,JMLR: Workshop and Conference Proceedings,0,1,0
0926-8782,DISTRIBUTED AND PARALLEL DATABASES,0,2,0
0219-1377,KNOWLEDGE AND INFORMATION SYSTEMS,0,2,0
0002-8231,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE,0,4,0
0340-5443,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0,2,0
Journal of Environmental Statistics,Journal of Environmental Statistics,0,1,0
Tomsk Univ. Rev.,Tomsk Univ. Rev.,0,2,0
1540-3459,MULTISCALE MODELING & SIMULATION,0,2,0
0004-5411,JOURNAL OF THE ACM,0,3,0
8750-7587,JOURNAL OF APPLIED PHYSIOLOGY,0,2,0
Intelligent Signal Processing,Intelligent Signal Processing,0,1,0
arXiv e-prints arXiv:1509.03938,arXiv e-prints arXiv:1509.03938,0,1,0
CVPR,CVPR,0,1,0
JMLR,JMLR,0,1,0
Tech. Rep,Tech. Rep,0,1,0
arXiv preprint arXiv:1311. 2524,arXiv preprint arXiv:1311. 2524,0,1,0
Cognitive Science,Cognitive Science,0,1,0
Neural computation,Neural computation,0,2,0
arXiv preprint arXiv:1408.5093,arXiv preprint arXiv:1408.5093,0,1,0
Advances in neural information processing systems,Advances in neural information processing systems,0,2,0
Proceedings of the IEEE,Proceedings of the IEEE,0,1,0
HDB MARKOV CHAIN MON,HDB MARKOV CHAIN MON,0,1,0
IJCV,IJCV,0,2,0
arXiv preprint arXiv: 1409. 0575,arXiv preprint arXiv: 1409. 0575,0,1,0
AISTATS,AISTATS,0,1,0
arXiv: 1311.2901,arXiv: 1311.2901,0,1,0
0927-7099,COMPUTATIONAL ECONOMICS,0,1,0
Journal of Applied Econometrics,Journal of Applied Econometrics,0,1,0
ArXiv,ArXiv,0,1,0
Bull. Int. Soc. Bayesian Analysis,Bull. Int. Soc. Bayesian Analysis,0,1,0
arXiv preprint,arXiv preprint,0,3,0
1633-4760,STATISTICS FOR ASTROPHYSICS: METHODS AND APPLICATIONS OF THE REGRESSION,0,1,0
0723-712X,COMPUTATIONAL STATISTICS,0,1,0
Computational Statistics,Computational Statistics,0,3,0
arXiv preprint arXiv: 1502. 07989,arXiv preprint arXiv: 1502. 07989,0,1,0
1936-4954,SIAM JOURNAL ON IMAGING SCIENCES,0,1,0
0001-1541,AICHE JOURNAL,0,1,0
Nature,Nature,0,5,0
Ekonom. i. Mat. Metody,Ekonom. i. Mat. Metody,0,1,0
Found. Trends Optim.,Found. Trends Optim.,0,1,0
arXiv:1403.6212,arXiv:1403.6212,0,1,0
1024-123X,MATHEMATICAL PROBLEMS IN ENGINEERING,0,1,0
SIAM Journal of Optimization,SIAM Journal of Optimization,0,1,0
0266-5611,INVERSE PROBLEMS,0,1,0
1364-6826,JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,0,1,0
0067-0049,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,0,1,0
0162-8828,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,0,12,0
0004-637X,ASTROPHYSICAL JOURNAL,0,11,0
0920-5691,INTERNATIONAL JOURNAL OF COMPUTER VISION,0,4,0
0004-6361,ASTRONOMY & ASTROPHYSICS,0,1,0
Ldv Forum,Ldv Forum,0,1,0
1522-4880,2012 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP 2012),0,1,0
1932-1864,STATISTICAL ANALYSIS AND DATA MINING,0,1,0
2326-8298,"ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION, VOL 1",0,1,0
IEEE transactions on medical imaging,IEEE transactions on medical imaging,0,1,0
P ADV NEUR INF PROC,P ADV NEUR INF PROC,0,1,0
J. Amer. Statist. Assoc.,J. Amer. Statist. Assoc.,0,1,0
1055-9965,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,0,7,0
1544-6115,STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,0,6,0
Annals of Statistics,Annals of Statistics,0,5,0
Nature Genetics,Nature Genetics,0,1,0
1098-0121,PHYSICAL REVIEW B,0,1,0
J. Urol.,J. Urol.,0,3,0
0046-5070,FRESHWATER BIOLOGY,0,1,0
0012-9658,ECOLOGY,0,2,0
1614-2942,TREE GENETICS & GENOMES,0,1,0
0933-3657,ARTIFICIAL INTELLIGENCE IN MEDICINE,0,1,0
1432-9840,ECOSYSTEMS,0,2,0
0169-7439,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0,4,0
1942-4787,WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY,0,3,0
Mach. Learn.,Mach. Learn.,0,2,0
METRON International Journal of Statistics,METRON International Journal of Statistics,0,1,0
Bayesian Analysis,Bayesian Analysis,0,2,0
Journal of the Royal Statistical Society: Statistical Methodology,Journal of the Royal Statistical Society: Statistical Methodology,0,1,0
Statistical methods in medical research.,Statistical methods in medical research.,0,1,0
J. R. Stat. Soc. Series B,J. R. Stat. Soc. Series B,0,2,0
Stat. Surv,Stat. Surv,0,3,0
J. Mach. Learn. Res.,J. Mach. Learn. Res.,0,2,0
0272-4332,RISK ANALYSIS,0,1,0
"International Journal of Reliability, Quality, Safety Engineering","International Journal of Reliability, Quality, Safety Engineering",0,1,0
Microelectron. Reliab,Microelectron. Reliab,0,1,0
Int. J. Qual. Reliab. Manage,Int. J. Qual. Reliab. Manage,0,1,0
IEEE Trans. Reliab,IEEE Trans. Reliab,0,1,0
0003-4819,ANNALS OF INTERNAL MEDICINE,0,5,0
0273-0979,BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,0,2,0
0034-6543,REVIEW OF EDUCATIONAL RESEARCH,0,1,0
0021-2172,ISRAEL JOURNAL OF MATHEMATICS,0,1,0
The German Journal of Psychology,The German Journal of Psychology,0,1,0
MATHEMATISCHE ZEITSCHRIFT,MATHEMATISCHE ZEITSCHRIFT,0,2,0
0304-4149,STOCHASTIC PROCESSES AND THEIR APPLICATIONS,0,26,0
0022-1996,JOURNAL OF INTERNATIONAL ECONOMICS,0,2,0
0003-990X,ARCHIVES OF GENERAL PSYCHIATRY,0,8,0
0145-6008,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,0,5,0
0022-3956,JOURNAL OF PSYCHIATRIC RESEARCH,0,1,0
0268-1161,HUMAN REPRODUCTION,0,1,0
ACER,ACER,0,1,0
European Neuropsychopharmacology,European Neuropsychopharmacology,0,1,0
Appl Statist,Appl Statist,0,1,0
arXiv:1410.1932v1,arXiv:1410.1932v1,0,1,0
0162-3257,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,0,1,0
European Child and Adolescent Psychiatry,European Child and Adolescent Psychiatry,0,1,0
Statistical Methods & Applications,Statistical Methods & Applications,0,1,0
SKANDINAVISK AKTUARIETIDSKRIFT,SKANDINAVISK AKTUARIETIDSKRIFT,0,1,0
Molecular Psychiatry,Molecular Psychiatry,0,2,0
5th Berkeley Symp. Math. Statis. and Prob.,5th Berkeley Symp. Math. Statis. and Prob.,0,3,0
0964-6906,HUMAN MOLECULAR GENETICS,0,8,0
Am. J. Hum. Genet.,Am. J. Hum. Genet.,0,2,0
Am. J. Hum. Genet,Am. J. Hum. Genet,0,1,0
PLoS Biol,PLoS Biol,0,1,0
0952-1976,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,0,1,0
1572-3127,STATISTICAL METHODOLOGY,0,3,0
0013-1644,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,0,3,0
J Amer Statist Assoc,J Amer Statist Assoc,0,1,0
0031-899X,PHYSICAL REVIEW,0,1,0
0005-8580,BELL SYSTEM TECHNICAL JOURNAL,0,2,0
0022-0388,JOURNAL OF DEVELOPMENT STUDIES,0,2,0
0303-8300,SOCIAL INDICATORS RESEARCH,0,2,0
1431-8814,NEW PERSPECTIVES IN STATISTICAL MODELING AND DATA ANALYSIS,0,1,0
0025-7079,MEDICAL CARE,0,2,0
0950-3293,FOOD QUALITY AND PREFERENCE,0,1,0
Working Paper n.32,Working Paper n.32,0,1,0
Bulletin Technique Centre Statistique Informatique Appliques,Bulletin Technique Centre Statistique Informatique Appliques,0,1,0
RAE 2008,RAE 2008,0,1,0
0992-7689,ANNALES GEOPHYSICAE,0,2,0
0033-5177,QUALITY & QUANTITY,0,1,0
IEEE Proceedings of the Annual Reliability and Maintainability Symposium,IEEE Proceedings of the Annual Reliability and Maintainability Symposium,0,1,0
TECHNICAL REPORT SER,TECHNICAL REPORT SER,0,1,0
Proceedings of 2011 6-th International ICST Conference on Cognitive Radio Oriented Wireless Networks and Communications,Proceedings of 2011 6-th International ICST Conference on Cognitive Radio Oriented Wireless Networks and Communications,0,1,0
Gordon and Breach Science,Gordon and Breach Science,0,1,0
0197-2456,CONTROLLED CLINICAL TRIALS,0,13,0
1551-7144,CONTEMPORARY CLINICAL TRIALS,0,2,0
0885-3185,MOVEMENT DISORDERS,0,2,0
0028-3878,NEUROLOGY,0,6,0
Ann.Inst.Stati.Math.,Ann.Inst.Stati.Math.,0,1,0
0003-9942,ARCHIVES OF NEUROLOGY,0,1,0
0004-3591,ARTHRITIS AND RHEUMATISM,0,1,0
0039-2499,STROKE,0,2,0
Journal of Biopharmaceutical Statistics,Journal of Biopharmaceutical Statistics,0,2,0
Science,Science,0,1,0
Physics.soc-ph,Physics.soc-ph,0,1,0
KDD,KDD,0,1,0
IW3C2,IW3C2,0,1,0
0010-938X,CORROSION SCIENCE,0,1,0
0022-2720,JOURNAL OF MICROSCOPY-OXFORD,0,2,0
0042-3106,VEGETATIO,0,1,0
Sankhya,Sankhya,0,2,0
Appl. Stat.,Appl. Stat.,0,1,0
0025-5874,MATHEMATISCHE ZEITSCHRIFT,0,1,0
0002-9939,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,0,3,0
1980-0436,ALEA-LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS,0,1,0
Mathematische Operationsforschung und Statistik,Mathematische Operationsforschung und Statistik,0,1,0
Studia Sci. Math. Hung,Studia Sci. Math. Hung,0,1,0
Int. J. Math. Stat,Int. J. Math. Stat,0,1,0
Serdica Math. J,Serdica Math. J,0,1,0
Serdica Mathematical Journal,Serdica Mathematical Journal,0,1,0
JOURNAL OF PROBABILITY AND STATISTICS,JOURNAL OF PROBABILITY AND STATISTICS,0,1,0
Problems of Information Transmission,Problems of Information Transmission,0,1,0
The Indian Journal of Statistics. Series A,The Indian Journal of Statistics. Series A,0,3,0
1063-6927,"28TH INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS, VOLS 1 AND 2, PROCEEDINGS",0,1,0
Proc. ACM SIGSAC Conf.Comput.Commun.Security,Proc. ACM SIGSAC Conf.Comput.Commun.Security,0,1,0
IT Convergence and Security 2012,IT Convergence and Security 2012,0,1,0
1431-1968,"MODA 7 - ADVANCES IN MODEL-ORIENTED DESIGN AND ANALYSIS, PROCEEDINGS",0,2,0
0021-9681,JOURNAL OF CHRONIC DISEASES,0,3,0
Journal of dental research,Journal of dental research,0,1,0
Sequential Anal,Sequential Anal,0,1,0
"Clinical trials (London, England)","Clinical trials (London, England)",0,2,0
Optometry and Vision Science,Optometry and Vision Science,0,1,0
0925-7535,SAFETY SCIENCE,0,1,0
Zeitschrift fur Soziologie,Zeitschrift fur Soziologie,0,1,0
"Journal of the Royal Statistical Society, Series A","Journal of the Royal Statistical Society, Series A",0,1,0
UMEA EC STUDIES,UMEA EC STUDIES,0,1,0
ANNALS OF MATHEMATICAL STATISTICS,ANNALS OF MATHEMATICAL STATISTICS,0,6,0
Rev. Mat. Estat.,Rev. Mat. Estat.,0,1,0
Journal of the Indian Statistical Association,Journal of the Indian Statistical Association,0,1,0
1009-6124,JOURNAL OF SYSTEMS SCIENCE & COMPLEXITY,0,4,0
Brookings Papers on Economic Activity,Brookings Papers on Economic Activity,0,1,0
Empire Econmics,Empire Econmics,0,1,0
Working paper no. 552,Working paper no. 552,0,1,0
Econometric Theory,Econometric Theory,0,3,0
Sequential Anal.,Sequential Anal.,0,1,0
Studies in Nonlinear Dynamic & Economics,Studies in Nonlinear Dynamic & Economics,0,1,0
Computational Statistics & Data Analysis,Computational Statistics & Data Analysis,0,1,0
0376-8716,DRUG AND ALCOHOL DEPENDENCE,0,1,0
0955-8829,PSYCHIATRIC GENETICS,0,1,0
1058-4838,CLINICAL INFECTIOUS DISEASES,0,2,0
1462-2203,NICOTINE & TOBACCO RESEARCH,0,1,0
0148-7299,AMERICAN JOURNAL OF MEDICAL GENETICS,0,1,0
Statistical Science,Statistical Science,0,6,0
0077-8923(print),ADDICTION REVIEWS 2008,0,1,0
0033-2909,PSYCHOLOGICAL BULLETIN,0,4,0
1090-7165,AIDS AND BEHAVIOR,0,1,0
0003-9926,ARCHIVES OF INTERNAL MEDICINE,0,1,0
0515-0361,ASTIN BULLETIN,0,1,0
0022-4499,JOURNAL OF SEX RESEARCH,0,2,0
0148-5717,SEXUALLY TRANSMITTED DISEASES,0,1,0
AIDS and Behavior,AIDS and Behavior,0,1,0
Journal of Acquired Immune Deficiency Syndromes,Journal of Acquired Immune Deficiency Syndromes,0,2,0
0167-6687,INSURANCE MATHEMATICS & ECONOMICS,0,16,0
0022-0531,JOURNAL OF ECONOMIC THEORY,0,2,0
0363-0129,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,0,4,0
0893-9454,REVIEW OF FINANCIAL STUDIES,0,10,0
0364-765X,MATHEMATICS OF OPERATIONS RESEARCH,0,1,0
1042-9573,JOURNAL OF FINANCIAL INTERMEDIATION,0,1,0
0022-1090,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,0,6,0
Optimal Control,Optimal Control,0,1,0
European Finance Review,European Finance Review,0,1,0
The Macrotheme Review,The Macrotheme Review,0,1,0
Mathematical Finance,Mathematical Finance,0,2,0
Discrete Dynamics in Nature and Society,Discrete Dynamics in Nature and Society,0,1,0
Journal of Applied Mathematics,Journal of Applied Mathematics,0,1,0
Applied Mathematical Sciences,Applied Mathematical Sciences,0,1,0
Journal of Optimization Theory and Applications,Journal of Optimization Theory and Applications,0,1,0
International Review of Economics and Finance,International Review of Economics and Finance,0,1,0
Mathematical Methods in the Applied Sciences,Mathematical Methods in the Applied Sciences,0,1,0
0022-538X,JOURNAL OF VIROLOGY,0,4,0
0105-2896,IMMUNOLOGICAL REVIEWS,0,1,0
0896-8411,JOURNAL OF AUTOIMMUNITY,0,1,0
1044-5323,SEMINARS IN IMMUNOLOGY,0,1,0
1553-7366,PLOS PATHOGENS,0,1,0
SPRINGER SERIES STAT,SPRINGER SERIES STAT,0,3,0
0022-1767,JOURNAL OF IMMUNOLOGY,0,1,0
0167-594X,JOURNAL OF NEURO-ONCOLOGY,0,2,0
Cancer Research,Cancer Research,0,1,0
0013-0427,ECONOMICA,0,1,0
0038-4038,SOUTHERN ECONOMIC JOURNAL,0,1,0
