ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY,PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY,0.0,6.0,0.0
1745-2473,NATURE PHYSICS,0.0,9.0,0.0
Nucl. Acids Res.,Nucl. Acids Res.,0.0,4.0,0.0
Bioinformatics,Bioinformatics,0.0,10.0,0.0
Int. J. Simul. Syst. Sci. Technol.,Int. J. Simul. Syst. Sci. Technol.,0.0,1.0,0.0
1553-7390,PLOS GENETICS,0.0,23.0,0.0
0036-8733,SCIENTIFIC AMERICAN,0.0,15.0,0.0
0377-2217,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0.0,6.0,0.0
2164-7364,2013 WORLD CONGRESS ON NATURE AND BIOLOGICALLY INSPIRED COMPUTING (NABIC),0.0,2.0,0.0
0013-5194,ELECTRONICS LETTERS,0.0,1.0,0.0
IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,0.0,1.0,0.0
Intelligent Engineering Systems Through Artificial Neural Networks,Intelligent Engineering Systems Through Artificial Neural Networks,0.0,3.0,0.0
Am Math Month,Am Math Month,0.0,1.0,0.0
Int. J. Hybrid Intell. Syst.,Int. J. Hybrid Intell. Syst.,0.0,1.0,0.0
IEEE CEC,IEEE CEC,0.0,1.0,0.0
0888-7543,GENOMICS,0.0,12.0,0.0
Journal of computational biology : a journal of computational molecular cell biology,Journal of computational biology : a journal of computational molecular cell biology,0.0,1.0,0.0
Biosystems.,Biosystems.,0.0,1.0,0.0
1350-7540,CURRENT OPINION IN NEUROLOGY,0.0,1.0,0.0
0197-4580,NEUROBIOLOGY OF AGING,0.0,1.0,0.0
1055-8330,NEURODEGENERATION,0.0,1.0,0.0
1541-7786,MOLECULAR CANCER RESEARCH,0.0,2.0,0.0
0003-9861,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0.0,21.0,0.0
0969-9961,NEUROBIOLOGY OF DISEASE,0.0,3.0,0.0
0898-6568,CELLULAR SIGNALLING,0.0,7.0,0.0
SIAM J. Appl. Math.,SIAM J. Appl. Math.,0.0,2.0,0.0
Cell,Cell,0.0,3.0,0.0
0363-0269,HEMOGLOBIN,0.0,1.0,0.0
1360-9947,MOLECULAR HUMAN REPRODUCTION,0.0,1.0,0.0
1474-1776,NATURE REVIEWS DRUG DISCOVERY,0.0,11.0,0.0
1465-542X,BREAST CANCER RESEARCH,0.0,2.0,0.0
1756-994X,GENOME MEDICINE,0.0,3.0,0.0
0021-9738,JOURNAL OF CLINICAL INVESTIGATION,0.0,25.0,0.0
EURASIP J. Bioinform. Syst. Biol.,EURASIP J. Bioinform. Syst. Biol.,0.0,3.0,0.0
1741-7015,BMC MEDICINE,0.0,1.0,0.0
0022-2593,JOURNAL OF MEDICAL GENETICS,0.0,1.0,0.0
0007-0920,BRITISH JOURNAL OF CANCER,0.0,8.0,0.0
CoRR,CoRR,0.0,1.0,0.0
0939-5075,ZEITSCHRIFT FUR NATURFORSCHUNG C-A JOURNAL OF BIOSCIENCES,0.0,4.0,0.0
0269-2821,ARTIFICIAL INTELLIGENCE REVIEW,0.0,3.0,0.0
Intelligent Information Processing and Web Mining,Intelligent Information Processing and Web Mining,0.0,1.0,0.0
SAC,SAC,0.0,1.0,0.0
Foundations of Genetic Algorithms,Foundations of Genetic Algorithms,0.0,1.0,0.0
0091-7451,COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY,0.0,7.0,0.0
1007-0214,TSINGHUA SCIENCE AND TECHNOLOGY,0.0,1.0,0.0
1948-2914,"BMEI 2008: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS, VOL 1",0.0,2.0,0.0
1615-9853,PROTEOMICS,0.0,10.0,0.0
Tsinghua Science and Technology,Tsinghua Science and Technology,0.0,1.0,0.0
BioMed Res Int.,BioMed Res Int.,0.0,1.0,0.0
BioMed Res. Int,BioMed Res. Int,0.0,1.0,0.0
BMC Systems Biology,BMC Systems Biology,0.0,2.0,0.0
Nucleic Acids Res,Nucleic Acids Res,0.0,11.0,0.0
0196-5204,SIAM JOURNAL ON SCIENTIFIC AND STATISTICAL COMPUTING,0.0,4.0,0.0
Theor. Popul. Biol.,Theor. Popul. Biol.,0.0,1.0,0.0
J. R. Soc. Open Sci.,J. R. Soc. Open Sci.,0.0,1.0,0.0
0034-6535,REVIEW OF ECONOMICS AND STATISTICS,0.0,1.0,0.0
1525-1578,JOURNAL OF MOLECULAR DIAGNOSTICS,0.0,1.0,0.0
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0.0,2.0,0.0
0020-7136,INTERNATIONAL JOURNAL OF CANCER,0.0,3.0,0.0
1934-1482,PM&R,0.0,1.0,0.0
0893-3952,MODERN PATHOLOGY,0.0,1.0,0.0
BMC Bioinf,BMC Bioinf,0.0,1.0,0.0
Epigenetics. Chromatin.,Epigenetics. Chromatin.,0.0,1.0,0.0
Mol Cell Pharmacol,Mol Cell Pharmacol,0.0,1.0,0.0
1535-3702,EXPERIMENTAL BIOLOGY AND MEDICINE,0.0,1.0,0.0
2073-8994,SYMMETRY-BASEL,0.0,1.0,0.0
EXS,EXS,0.0,1.0,0.0
Philos. Mag.,Philos. Mag.,0.0,1.0,0.0
0090-0028,NATURE-NEW BIOLOGY,0.0,5.0,0.0
J. Commun. Comput. Eng.,J. Commun. Comput. Eng.,0.0,1.0,0.0
Int. J. Adv. Res. Comput. Sci. Softw. Eng,Int. J. Adv. Res. Comput. Sci. Softw. Eng,0.0,1.0,0.0
Int. J. Inf. Technol. Comput. Sci,Int. J. Inf. Technol. Comput. Sci,0.0,1.0,0.0
International Journal of Computer Science and Engineering,International Journal of Computer Science and Engineering,0.0,1.0,0.0
Inf. Technol. J.,Inf. Technol. J.,0.0,1.0,0.0
Int. J. Comput. Sci. Inf. Secur.,Int. J. Comput. Sci. Inf. Secur.,0.0,1.0,0.0
International Journal of Computer Trends and Technology,International Journal of Computer Trends and Technology,0.0,1.0,0.0
Electron. Comput. Technol.,Electron. Comput. Technol.,0.0,1.0,0.0
0167-8191,PARALLEL COMPUTING,0.0,3.0,0.0
0010-485X,COMPUTING,0.0,1.0,0.0
2325-0399,APPLIED MATHEMATICS & INFORMATION SCIENCES,0.0,1.0,0.0
THESIS,THESIS,0.0,5.0,0.0
EATCS Bulletin,EATCS Bulletin,0.0,1.0,0.0
Lect. Notes Comput. Sci.,Lect. Notes Comput. Sci.,0.0,2.0,0.0
Science,Science,0.0,15.0,0.0
Nat. Neurosci,Nat. Neurosci,0.0,1.0,0.0
Neural Comput.,Neural Comput.,0.0,3.0,0.0
0792-8483,NEURAL PLASTICITY,0.0,2.0,0.0
1674-7321,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,0.0,1.0,0.0
Int. J. Imaging Syst. Technol.,Int. J. Imaging Syst. Technol.,0.0,1.0,0.0
1871-4080,COGNITIVE NEURODYNAMICS,0.0,5.0,0.0
Current Opinion in Neurobiology,Current Opinion in Neurobiology,0.0,6.0,0.0
0956-5515,JOURNAL OF INTELLIGENT MANUFACTURING,0.0,2.0,0.0
2210-6502,SWARM AND EVOLUTIONARY COMPUTATION,0.0,3.0,0.0
0022-3239,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,0.0,1.0,0.0
Genet. Evol. Comput,Genet. Evol. Comput,0.0,1.0,0.0
Technical Report CMU-CS-95-141,Technical Report CMU-CS-95-141,0.0,1.0,0.0
Technical report,Technical report,0.0,9.0,0.0
Complex Syst.,Complex Syst.,0.0,2.0,0.0
IEEE Congr. Evol. Comput,IEEE Congr. Evol. Comput,0.0,1.0,0.0
Technical Report KZZA- IK- 1- 01,Technical Report KZZA- IK- 1- 01,0.0,1.0,0.0
MEDAL Report No. 2007005,MEDAL Report No. 2007005,0.0,1.0,0.0
1432-7643,SOFT COMPUTING,0.0,2.0,0.0
2168-2267,IEEE TRANSACTIONS ON CYBERNETICS,0.0,2.0,0.0
1865-0929,COMPUTATIONAL INTELLIGENCE AND INTELLIGENT SYSTEMS,0.0,3.0,0.0
Evolutionary Computation,Evolutionary Computation,0.0,2.0,0.0
J. Comput. Inf.Technol.,J. Comput. Inf.Technol.,0.0,1.0,0.0
Adv. Soft Comput.,Adv. Soft Comput.,0.0,1.0,0.0
Appl. Soft Comput.,Appl. Soft Comput.,0.0,1.0,0.0
New Achievements in Evolutionary Computation,New Achievements in Evolutionary Computation,0.0,1.0,0.0
IlliGAL Report No. 2006020,IlliGAL Report No. 2006020,0.0,1.0,0.0
0302-072X,EUROPHYSICS LETTERS,0.0,4.0,0.0
0065-2385,ADVENTURES IN CHEMICAL PHYSICS,0.0,3.0,0.0
Phys Rev E,Phys Rev E,0.0,2.0,0.0
Publicationes Mathematicae (Debrecen),Publicationes Mathematicae (Debrecen),0.0,1.0,0.0
0743-1619,"ACC: PROCEEDINGS OF THE 2005 AMERICAN CONTROL CONFERENCE, VOLS 1-7",0.0,4.0,0.0
1300-0632,TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,0.0,2.0,0.0
0266-7061,COMPUTER APPLICATIONS IN THE BIOSCIENCES,0.0,8.0,0.0
1676-5680,GENETICS AND MOLECULAR RESEARCH,0.0,2.0,0.0
2161-5322,"2007 IEEE/ACS INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS, VOLS 1 AND 2",0.0,1.0,0.0
Bioinform. Biomed. Eng,Bioinform. Biomed. Eng,0.0,1.0,0.0
Transmembrane Sequences and Circular Permutations,Transmembrane Sequences and Circular Permutations,0.0,1.0,0.0
Comput. Intell. Methods Bioinform. Biostat,Comput. Intell. Methods Bioinform. Biostat,0.0,1.0,0.0
PLoS Comput. Biol,PLoS Comput. Biol,0.0,1.0,0.0
Proc. Congr. Evolut. Comput.,Proc. Congr. Evolut. Comput.,0.0,1.0,0.0
Comput. Sci. -ICCS,Comput. Sci. -ICCS,0.0,1.0,0.0
0035-6050,RIVISTA DI BIOLOGIA-BIOLOGY FORUM,0.0,7.0,0.0
Artif. Intell. Comput. Intell,Artif. Intell. Comput. Intell,0.0,1.0,0.0
Adv. Bioinform. Comput. Biol,Adv. Bioinform. Comput. Biol,0.0,1.0,0.0
Biomath. Commun,Biomath. Commun,0.0,1.0,0.0
Springer Chapter Emerging Intelligent Computing Technology and Applications with Aspects of Artificial Intelligence,Springer Chapter Emerging Intelligent Computing Technology and Applications with Aspects of Artificial Intelligence,0.0,1.0,0.0
0167-6393,SPEECH COMMUNICATION,0.0,1.0,0.0
0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,0.0,33.0,0.0
1931-1168,2005 WORKSHOP ON APPLICATIONS OF SIGNAL PROCESSING TO AUDIO AND ACOUSTICS (WASPAA),0.0,1.0,0.0
Digital Technical Journal,Digital Technical Journal,0.0,1.0,0.0
IEEE Trans. Audio Electroacoust,IEEE Trans. Audio Electroacoust,0.0,1.0,0.0
0014-4827,EXPERIMENTAL CELL RESEARCH,0.0,25.0,0.0
1383-5718,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,0.0,2.0,0.0
1877-1173(print),MECHANISMS OF DNA REPAIR,0.0,2.0,0.0
1424-8581,CYTOGENETIC AND GENOME RESEARCH,0.0,1.0,0.0
1478-3975,PHYSICAL BIOLOGY,0.0,5.0,0.0
0948-6143,HISTOCHEMISTRY AND CELL BIOLOGY,0.0,2.0,0.0
FEBS Lett,FEBS Lett,0.0,1.0,0.0
Phys Life Rev,Phys Life Rev,0.0,1.0,0.0
1936-122X,"ANNUAL REVIEW OF BIOPHYSICS, VOL 42",0.0,3.0,0.0
1759-4774,NATURE REVIEWS CLINICAL ONCOLOGY,0.0,2.0,0.0
0340-5761,ARCHIVES OF TOXICOLOGY,0.0,2.0,0.0
0027-5107,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,0.0,8.0,0.0
1895-1082,CENTRAL EUROPEAN JOURNAL OF PHYSICS,0.0,1.0,0.0
0018-9448,IEEE TRANSACTIONS ON INFORMATION THEORY,0.0,29.0,0.0
2211-1247,CELL REPORTS,0.0,4.0,0.0
1084-9521,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,0.0,6.0,0.0
0010-2180,COMBUSTION AND FLAME,0.0,1.0,0.0
0271-4132,TROPICAL AND IDEMPOTENT MATHEMATICS AND APPLICATIONS,0.0,4.0,0.0
0046-8177,HUMAN PATHOLOGY,0.0,1.0,0.0
LECT NOTES PHYS,LECT NOTES PHYS,0.0,1.0,0.0
J. Math. Sci.,J. Math. Sci.,0.0,2.0,0.0
Graduate Studies in Mathematics,Graduate Studies in Mathematics,0.0,1.0,0.0
0302-9743(print),"COMPUTATIONAL METHODS IN SYSTEMS BIOLOGY, CMSB 2015",0.0,24.0,0.0
0747-7171,JOURNAL OF SYMBOLIC COMPUTATION,0.0,1.0,0.0
World Futures,World Futures,0.0,1.0,0.0
1049-3301,ACM TRANSACTIONS ON MODELING AND COMPUTER SIMULATION,0.0,2.0,0.0
Appl. Stat.,Appl. Stat.,0.0,1.0,0.0
arXiv:1605.01213,arXiv:1605.01213,0.0,1.0,0.0
The Mathematica Journal,The Mathematica Journal,0.0,1.0,0.0
Front. Environ. Sci.,Front. Environ. Sci.,0.0,1.0,0.0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,0.0,8.0,0.0
0377-0257,JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,0.0,2.0,0.0
0166-5316,PERFORMANCE EVALUATION,0.0,1.0,0.0
0272-1708,IEEE CONTROL SYSTEMS MAGAZINE,0.0,3.0,0.0
ACM TCS,ACM TCS,0.0,1.0,0.0
IEEE Trans. Soft. Eng.,IEEE Trans. Soft. Eng.,0.0,1.0,0.0
NATO SCI PEACE SEC D,NATO SCI PEACE SEC D,0.0,1.0,0.0
Cell Sci.,Cell Sci.,0.0,1.0,0.0
"Systems Biology, IET","Systems Biology, IET",0.0,1.0,0.0
1043-6871,25TH ANNUAL IEEE SYMPOSIUM ON LOGIC IN COMPUTER SCIENCE (LICS 2010),0.0,2.0,0.0
0959-1524,JOURNAL OF PROCESS CONTROL,0.0,2.0,0.0
Mathematical Foundations of Computer Science 1976,Mathematical Foundations of Computer Science 1976,0.0,1.0,0.0
Z. Phys. Chem.,Z. Phys. Chem.,0.0,2.0,0.0
"Bioinformatics (Oxford, England)","Bioinformatics (Oxford, England)",0.0,4.0,0.0
"Science (New York, NY)","Science (New York, NY)",0.0,1.0,0.0
Mol. Biosyst,Mol. Biosyst,0.0,1.0,0.0
0098-4094,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS,0.0,1.0,0.0
Transactions on Computational Systems Biology XII,Transactions on Computational Systems Biology XII,0.0,1.0,0.0
Biochem. Z.,Biochem. Z.,0.0,1.0,0.0
Computational Methods for Systems Biology,Computational Methods for Systems Biology,0.0,2.0,0.0
Applied Semantics,Applied Semantics,0.0,1.0,0.0
Frontiers in Genetics,Frontiers in Genetics,0.0,5.0,0.0
Proc. Natl. Acad. Sci.,Proc. Natl. Acad. Sci.,0.0,3.0,0.0
0955-792X,JOURNAL OF LOGIC AND COMPUTATION,0.0,1.0,0.0
1877-0509(print),PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON COMPUTATIONAL SYSTEMS-BIOLOGY AND BIOINFORMATICS,0.0,1.0,0.0
1094-8341,PHYSIOLOGICAL GENOMICS,0.0,7.0,0.0
ComPlexUs,ComPlexUs,0.0,5.0,0.0
arXiv:1410. 4027,arXiv:1410. 4027,0.0,1.0,0.0
Electron. Notes Theoret. Comput. Sci.,Electron. Notes Theoret. Comput. Sci.,0.0,1.0,0.0
Trans. Comput. Syst. Biol.,Trans. Comput. Syst. Biol.,0.0,1.0,0.0
0090-6778,IEEE TRANSACTIONS ON COMMUNICATIONS,0.0,1.0,0.0
0948-695X,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,0.0,1.0,0.0
0031-3203,PATTERN RECOGNITION,0.0,9.0,0.0
Tech. Rep.,Tech. Rep.,0.0,3.0,0.0
1550-4131,CELL METABOLISM,0.0,4.0,0.0
1664-2295,FRONTIERS IN NEUROLOGY,0.0,1.0,0.0
0962-8924,TRENDS IN CELL BIOLOGY,0.0,21.0,0.0
Research Report 5835,Research Report 5835,0.0,1.0,0.0
1664-8021,FRONTIERS IN GENETICS,0.0,1.0,0.0
0001-5903,ACTA INFORMATICA,0.0,1.0,0.0
0070-217X,FC RECEPTORS,0.0,3.0,0.0
0956-5000,JOURNAL OF THE CHEMICAL SOCIETY-FARADAY TRANSACTIONS,0.0,4.0,0.0
J. Funct. Program.,J. Funct. Program.,0.0,1.0,0.0
Notes Theor. Comput. Sci.,Notes Theor. Comput. Sci.,0.0,1.0,0.0
IJSI,IJSI,0.0,1.0,0.0
Lang. Syst.,Lang. Syst.,0.0,1.0,0.0
Pacific J. Math.,Pacific J. Math.,0.0,1.0,0.0
Industrial Biotechnology: Sustainable Growth and Economic Success,Industrial Biotechnology: Sustainable Growth and Economic Success,0.0,1.0,0.0
1937-9145,SCIENCE SIGNALING,0.0,4.0,0.0
1535-7163,MOLECULAR CANCER THERAPEUTICS,0.0,2.0,0.0
1471-4892,CURRENT OPINION IN PHARMACOLOGY,0.0,3.0,0.0
PRINCIPLES OF MODEL CHECKING,PRINCIPLES OF MODEL CHECKING,0.0,1.0,0.0
Computer aided verification,Computer aided verification,0.0,1.0,0.0
Briefings in Bioinformatics,Briefings in Bioinformatics,0.0,1.0,0.0
CoRR cs. CC/0208001,CoRR cs. CC/0208001,0.0,1.0,0.0
ADV SYSTEMS SYNTHETI,ADV SYSTEMS SYNTHETI,0.0,1.0,0.0
Nat. Comput.,Nat. Comput.,0.0,2.0,0.0
1471-0684,THEORY AND PRACTICE OF LOGIC PROGRAMMING,0.0,2.0,0.0
Adv. Comput,Adv. Comput,0.0,1.0,0.0
Nature Reviews Microbiology,Nature Reviews Microbiology,0.0,1.0,0.0
Phys. Biol.,Phys. Biol.,0.0,1.0,0.0
1350-0872,MICROBIOLOGY-SGM,0.0,24.0,0.0
0732-118X,NEW IDEAS IN PSYCHOLOGY,0.0,4.0,0.0
0951-5089,PHILOSOPHICAL PSYCHOLOGY,0.0,1.0,0.0
0021-9541,JOURNAL OF CELLULAR PHYSIOLOGY,0.0,7.0,0.0
Biol. Phil.,Biol. Phil.,0.0,1.0,0.0
Protocells: Bridging Nonliving and Living Matter.,Protocells: Bridging Nonliving and Living Matter.,0.0,1.0,0.0
1359-7345,CHEMICAL COMMUNICATIONS,0.0,3.0,0.0
0391-9714,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0.0,1.0,0.0
1866-9956,COGNITIVE COMPUTATION,0.0,1.0,0.0
Philos Sci,Philos Sci,0.0,2.0,0.0
1662-5161,FRONTIERS IN HUMAN NEUROSCIENCE,0.0,2.0,0.0
0929-5593,AUTONOMOUS ROBOTS,0.0,5.0,0.0
1081-0706,"ANNUAL REVIEW OF CELL AND DEVELOPMENTAL BIOLOGY, VOL 28",0.0,13.0,0.0
1471-2202,BMC NEUROSCIENCE,0.0,3.0,0.0
0365-267X,PFLUGERS ARCHIV FUR DIE GESAMTE PHYSIOLOGIE DES MENSCHEN UND DER TIERE,0.0,1.0,0.0
Pragmatics and Cognition,Pragmatics and Cognition,0.0,1.0,0.0
Front. Robot. AI,Front. Robot. AI,0.0,3.0,0.0
Ars Colloquia,Ars Colloquia,0.0,1.0,0.0
Theory and Philosophy of Artificial Intelligence,Theory and Philosophy of Artificial Intelligence,0.0,1.0,0.0
Computational intelligence and neuroscience,Computational intelligence and neuroscience,0.0,1.0,0.0
"ANTICIPATORY SYSTEMS: PHILOSOPHICAL, MATHEMATICAL, AND METHODOLOGICAL FOUNDATIONS, SECOND EDITION","ANTICIPATORY SYSTEMS: PHILOSOPHICAL, MATHEMATICAL, AND METHODOLOGICAL FOUNDATIONS, SECOND EDITION",0.0,1.0,0.0
Frontiers in evolutionary neuroscience,Frontiers in evolutionary neuroscience,0.0,1.0,0.0
1389-0417,COGNITIVE SYSTEMS RESEARCH,0.0,3.0,0.0
0167-7411,TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY,0.0,3.0,0.0
0065-2598,PROGRESS IN MOTOR CONTROL: A MULTIDISCIPLINARY PERSPECTIVE,0.0,8.0,0.0
0011-748X,DEFENCE SCIENCE JOURNAL,0.0,1.0,0.0
1534-4320,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,0.0,3.0,0.0
Front. Neural Circuits,Front. Neural Circuits,0.0,2.0,0.0
PALADYN J. Behay. Robot,PALADYN J. Behay. Robot,0.0,1.0,0.0
Front Robot AI,Front Robot AI,0.0,1.0,0.0
Cradle Creat,Cradle Creat,0.0,1.0,0.0
A History of Cognitive Science,A History of Cognitive Science,0.0,1.0,0.0
ANT COLONY OPTIMIZATION,ANT COLONY OPTIMIZATION,0.0,3.0,0.0
2161-5063,ACS SYNTHETIC BIOLOGY,0.0,8.0,0.0
Bulletin of Mathematical Biophysics,Bulletin of Mathematical Biophysics,0.0,3.0,0.0
<IT>J Evol Technol</IT>,<IT>J Evol Technol</IT>,0.0,1.0,0.0
Parallel Algorithms and Applications,Parallel Algorithms and Applications,0.0,1.0,0.0
Discret. Dyn. Nat. Soc.,Discret. Dyn. Nat. Soc.,0.0,2.0,0.0
Internal Report of National Physics Laboratory,Internal Report of National Physics Laboratory,0.0,1.0,0.0
Mind,Mind,0.0,2.0,0.0
Cerebral mechanisms in behavior,Cerebral mechanisms in behavior,0.0,2.0,0.0
"SEED - Semiotics, Evolution, Energy, and Development","SEED - Semiotics, Evolution, Energy, and Development",0.0,1.0,0.0
0018-9162,COMPUTER,0.0,5.0,0.0
0048-7333,RESEARCH POLICY,0.0,1.0,0.0
0076-6879,"NUMERICAL COMPUTER METHODS, PT D",0.0,11.0,0.0
RFC,RFC,0.0,1.0,0.0
Tech. rep.,Tech. rep.,0.0,1.0,0.0
0033-6807,R & D MANAGEMENT,0.0,1.0,0.0
0892-7553,JOURNAL OF INSECT BEHAVIOR,0.0,8.0,0.0
0066-4227(print),"ANNUAL REVIEW OF MICROBIOLOGY, VOL 67",0.0,1.0,0.0
0394-9370,ETHOLOGY ECOLOGY & EVOLUTION,0.0,3.0,0.0
1092-2172,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,0.0,15.0,0.0
Geobios Memoire Special (Villeurbanne),Geobios Memoire Special (Villeurbanne),0.0,1.0,0.0
"MOLECULAR DRIVING FORCES: STATISTICAL THERMODYNAMICS IN BIOLOGY, CHEMISTRY, PHYSICS, AND NANOSCIENCE, SECOND EDITION","MOLECULAR DRIVING FORCES: STATISTICAL THERMODYNAMICS IN BIOLOGY, CHEMISTRY, PHYSICS, AND NANOSCIENCE, SECOND EDITION",0.0,1.0,0.0
1553-7404,PLOS GENETICS,0.0,8.0,0.0
1574-9541,ECOLOGICAL INFORMATICS,0.0,6.0,0.0
0824-0469,MARINE MAMMAL SCIENCE,0.0,3.0,0.0
0888-8892,CONSERVATION BIOLOGY,0.0,5.0,0.0
0921-2973,LANDSCAPE ECOLOGY,0.0,8.0,0.0
0959-2709,BIRD CONSERVATION INTERNATIONAL,0.0,1.0,0.0
2167-8359,PEERJ,0.0,2.0,0.0
0045-8511,COPEIA,0.0,4.0,0.0
1083-8155,URBAN ECOSYSTEMS,0.0,1.0,0.0
0952-4622,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,0.0,4.0,0.0
1875-1342,BIOSEMIOTICS,0.0,5.0,0.0
0037-1998,SEMIOTICA,0.0,2.0,0.0
"BIRD SONG: BIOLOGICAL THEMES AND VARIATIONS, 2ND EDITION","BIRD SONG: BIOLOGICAL THEMES AND VARIATIONS, 2ND EDITION",0.0,1.0,0.0
Proceedings of Acoustics,Proceedings of Acoustics,0.0,1.0,0.0
Technical Note No. 6/69,Technical Note No. 6/69,0.0,1.0,0.0
Biosemiotics,Biosemiotics,0.0,2.0,0.0
2041-210X,METHODS IN ECOLOGY AND EVOLUTION,0.0,3.0,0.0
0004-8038,AUK,0.0,2.0,0.0
0169-2046,LANDSCAPE AND URBAN PLANNING,0.0,1.0,0.0
0006-3207,BIOLOGICAL CONSERVATION,0.0,7.0,0.0
1464-7931,BIOLOGICAL REVIEWS,0.0,7.0,0.0
The soundscape Newsletter,The soundscape Newsletter,0.0,1.0,0.0
CONDOR,CONDOR,0.0,1.0,0.0
The theory of island biogeography. Monographs in Population Biology,The theory of island biogeography. Monographs in Population Biology,0.0,2.0,0.0
1466-822X,GLOBAL ECOLOGY AND BIOGEOGRAPHY,0.0,4.0,0.0
1940-0829,TROPICAL CONSERVATION SCIENCE,0.0,1.0,0.0
0179-1613,ETHOLOGY,0.0,7.0,0.0
0738-0895,JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH,0.0,1.0,0.0
2351-9894,GLOBAL ECOLOGY AND CONSERVATION,0.0,1.0,0.0
1562-7020,AFRICAN ZOOLOGY,0.0,1.0,0.0
0962-1083,MOLECULAR ECOLOGY,0.0,7.0,0.0
0171-8630,MARINE ECOLOGY PROGRESS SERIES,0.0,6.0,0.0
0307-6962,PHYSIOLOGICAL ENTOMOLOGY,0.0,2.0,0.0
0021-8901,JOURNAL OF APPLIED ECOLOGY,0.0,3.0,0.0
1051-0761,ECOLOGICAL APPLICATIONS,0.0,6.0,0.0
Emerging Technologies,Emerging Technologies,0.0,1.0,0.0
Technical Memorandum No. 4-32,Technical Memorandum No. 4-32,0.0,1.0,0.0
The Journal of the Acoustical Society of America,The Journal of the Acoustical Society of America,0.0,1.0,0.0
0360-0572,ANNUAL REVIEW OF SOCIOLOGY,0.0,3.0,0.0
0138-9130,SCIENTOMETRICS,0.0,2.0,0.0
1474-0346,ADVANCED ENGINEERING INFORMATICS,0.0,1.0,0.0
Scientiae Mathematicae Japonicae Online,Scientiae Mathematicae Japonicae Online,0.0,1.0,0.0
1618-2642,ANALYTICAL AND BIOANALYTICAL CHEMISTRY,0.0,3.0,0.0
1936-0851,ACS NANO,0.0,3.0,0.0
1319-0164,SAUDI PHARMACEUTICAL JOURNAL,0.0,1.0,0.0
0048-9697,SCIENCE OF THE TOTAL ENVIRONMENT,0.0,4.0,0.0
1388-0764,JOURNAL OF NANOPARTICLE RESEARCH,0.0,1.0,0.0
1610-3653,ENVIRONMENTAL CHEMISTRY LETTERS,0.0,1.0,0.0
2043-6254,ADVANCES IN NATURAL SCIENCES-NANOSCIENCE AND NANOTECHNOLOGY,0.0,1.0,0.0
Nano LIFE,Nano LIFE,0.0,1.0,0.0
Water Air Soil Pollut.,Water Air Soil Pollut.,0.0,1.0,0.0
J. Phys. Chem.,J. Phys. Chem.,0.0,1.0,0.0
J. Nanopart. Res.,J. Nanopart. Res.,0.0,1.0,0.0
0197-8462,BIOELECTROMAGNETICS,0.0,5.0,0.0
1567-1348,INFECTION GENETICS AND EVOLUTION,0.0,5.0,0.0
0197-2456,CONTROLLED CLINICAL TRIALS,0.0,1.0,0.0
1551-7144,CONTEMPORARY CLINICAL TRIALS,0.0,1.0,0.0
0820-3946,CANADIAN MEDICAL ASSOCIATION JOURNAL,0.0,3.0,0.0
0959-535X,BRITISH MEDICAL JOURNAL,0.0,1.0,0.0
Introduction to meta-analysis,Introduction to meta-analysis,0.0,1.0,0.0
1341-7568,GENES & GENETIC SYSTEMS,0.0,2.0,0.0
